Subject,Course ID,Course Name,Catalog Description,Terms,Forms,Prerequisites,fix
Interdisciplinary,IN562,Food Studies,"Food security (availability and access to food) is a complex and challenging public health issue in a world where one billion people are under-nourished while another billion are overweight. This course will focus on the process of food production from farm to table. This is an active course and students will get involved with our school garden and school farm, community gardens in Trenton and local organizations that address issues of food security and hunger. Students will investigate the impacts of food choices on personal, societal and environmental levels. Grants: Honors Interdisciplinary 1IN/1SC Cr.;   Terms: T3;   Forms: IV or V Prereqs: SC321",T3,"IV,V",SC321,
Interdisciplinary,IN564,Honors Art History,"In this year-long course you will be introduced to the principal works of Western and non-Western art as well as to various strategies for analyzing art. Through close looking, comparative analysis, and research you learn how to glean meaning from works of art and discover what they reveal about the human condition. The fall term will cover the prehistoric cave paintings of the Stone Age up to the 15th century, including the Gothic art of the Middle Ages. The advanced placement exam may be taken in the spring term.  Grants: Honors Interdisciplinary 1IN/3VA Cr.;   Terms: All;   Forms: IV or V Prereqs: VA200 or VA300 and Department permission",all,"IV,V","VA200,VA300",
Interdisciplinary,IN566,"Time, Space & Light: The 20th Century","The course will introduce students to the principles and practices of 20th century art, from the roots and origins of modernist theory and practice to postmodernism. Focus will be placed on the relationship between ideas, forms and events which shaped the art movements of the century, from Cubism onward. Relevant readings will be assigned, including theory and criticism, literature, science and philosophy. A term paper/project will be required.  Grants: Honors Interdisciplinary 1IN/1VA Cr.;   Terms: T1 or T2 or T3;   Forms: IV or V Prereqs: VA200 or VA300 and one more arts elective","T1,T2,T3","IV,V","VA200,VA300",
Interdisciplinary,IN568,Design For Social Change,"Design-thinking is a user-oriented process which takes advantage of concepts found in art and engineering, and is used to develop solutions that have the potential to impact individuals, communities, and societies. In Design for Social Change, students take on the role of design-thinkers who solve problems through a discrete process that includes deep observation, imagination, prototyping, and iteration. The course is focused on the intersection of art and engineering. We examine the foundational concepts of both fields and consider design-thinking as the domain where the two disciplines overlap. As students learn how to solve problems through design and work on projects relevant to our community, they engage in discourse on the potential of solving real-world problems with an interdisciplinary approach. In the past, projects have ranged from improving campus dining services and the way we recycle to imagining new learning environments for our classrooms. Additionally, students read and discuss a text titled Change By Design by Tim Brown, a leader in the design-thinking movement. The collaborative final project is designed by small student groups, whose goals are to implement designed solutions to make a short or long-term impact on our community. Students are eligible if they have completed their graduation requirement for the arts in any of the three arts disciplines. Grants: Honors Interdisciplinary 1IN Cr.;   Terms: T1 or T2;   Forms: IV or V Prereqs: Completion of arts requirement.","T1,T2","IV,V","VA200,VA300",
Interdisciplinary,IN570,From Freud To The Void,"First off, we ground ourselves carefully in the rudiments of Sigmund Freud's scandalous psychoanalytic theory (The Rat Man and Civilization and its Discontents). Then we pick up the trail of the good doctor as it surfaces in the America Dream of the early 1950s. We pursue it, psychoanalytically, through the post-war mannerists of repression like John Cheever and J.D. Salinger, who explored some possible modes of behavior in response to the Freudian predicament. We then turn to the libidinous Beats (Jack Kerouac, Allen Ginsberg, Gregory Corso, and William Burroughs) who reshaped the project into the apocalyptic postures that were politicized in the 60s, commercialized and/or pastoralized in the 70s, romanticized in the 80s, then detoxed and archived on t-shirts for our own new century. Last stop: Hunter S. Thompson. Course work includes three essays and a final paper. Grants: Honors NCAA 1IN/1EN Cr.;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN571,The Truth about Trenton,"Courses 501 and 502 introduce new Fifth Form students to writing about personal experience and literature. In the fall, students will write weekly personal essays, creative pieces, and some literary analyses; however, in the winter term, primary emphasis will be given to the development of the critical writing skills needed for college-level literature courses. Students who have demonstrated a clear proficiency in expository and critical writing in the fall may be permitted to enroll in other English electives in winter. Grants: Honors NCAA;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN572,Water and Humanity:A Collaborative Study,"Courses 501 and 502 introduce new Fifth Form students to writing about personal experience and literature. In the fall, students will write weekly personal essays, creative pieces, and some literary analyses; however, in the winter term, primary emphasis will be given to the development of the critical writing skills needed for college-level literature courses. Students who have demonstrated a clear proficiency in expository and critical writing in the fall may be permitted to enroll in other English electives in winter. Grants: Honors NCAA;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN582,Learning and Memory Through Service,"Courses 501 and 502 introduce new Fifth Form students to writing about personal experience and literature. In the fall, students will write weekly personal essays, creative pieces, and some literary analyses; however, in the winter term, primary emphasis will be given to the development of the critical writing skills needed for college-level literature courses. Students who have demonstrated a clear proficiency in expository and critical writing in the fall may be permitted to enroll in other English electives in winter. Grants: Honors NCAA;   Terms: T1;   Forms: V",T1,V,,
Interdisciplinary,IN584,Urban Education in America,"This course is team taught with a current Philadelphia public school educator and investigates the demographic, economic and social issues that define urban education in large urban districts, such as those that surround us.  A portion of the time in class and a significant portion of time outside of class will be spent working directly with your partner, a 7th grade student from The Robeson School in Trenton.   Through these relationships, access to people teaching and administrating in urban areas, scholarly articles, a relevant biography, artistic representations, media portrayals, and your own stories, students will answer the questions what causes the achievement gap in America and what should my role be in addressing it? Grants: Honors, Interdisciplinary 1IN Cr.; Terms: T3;   Forms: V",T3,V,,
Interdisciplinary,IN588,Capstone,"Privacy, Safety, Profit in a Digital World: The NSA is collecting data on an unprecedented scale.  So are Google and Facebook.  What happens to it all?  How will it be used?  Are civil liberties being violated?  Does safety trump privacy?  Does profit?  As more of life gets digitized, what are the costs and dangers?  How should we feel about spying, leaks, and whistle-blowers?  Capstone will ask these questions and more in an effort to determine whether we will have to redefine ""privacy"" in the future? Students should expect weekly short essays responding to the readings and Monday night lectures. Grants: Honors Interdisciplinary 1IN Cr.;   Terms: T3;   Forms: V",T3,V,,
Language,LA120,Introduction to Arabic,"The discovery of the Americas started a culture shock that still echoes today. It was then that the ""painful birth that is now the nation of Mexico"" took place. Two worlds saw each other for the first time, as Carlos Fuentes says, in a distorted mirror. In this seminar the students will study the blurry line that separates fiction/fantasy from reality by reading stories from the ""Boom group"" like García Marquez, Julio Cortazar and more modern literature like Ruiz Zafón and films like ""Como Agua para Chocolate"" and ""El Laberinto del Fauno"". The final goal of the class is to write a 1,800 words short story that will mirror the ideas, images and themes studied in the class. Grants: Honors; NCAA    Terms: T3;   Forms: All Prereqs: LA494 or LA495 or LA496",T3,"III,IV,V","LA494,LA495,LA496",
Language,LA201,French 1,"This yearlong course introduces basic vocabulary and sentence structure, fundamental verb structures, and the beginning pronunciation and oral structures of French, which will enable students to follow future courses using the target language only. Students develop elementary reading, writing and conversation skills while working with the present and past tense. Students also begin to develop their cultural understanding and fluency through a series of presentational projects that introduce them to the French-speaking world.  Grants: NCAA;   Terms: All;   Forms: All",all,all,,
Language,LA211,Spanish 1,"In this introductory yearlong course, students are introduced to the basics of Spanish pronunciation and oral structures. Students are exposed to the aural-oral as well as the writing fundamentals which will enable them to follow future courses using the target language only. For written proficiency, students progressively develop writing skills from sentence to paragraph. In the winter term, students study fundamental verb structures and read and write at an elementary level. In the spring, the course develops basic language skills at the sentence level and introduces the past tense.  Grants: NCAA;   Terms: All;   Forms: All",all,all,,
Language,LA221,Chinese 1,"This yearlong course introduces rudimentary pronunciation rules, character writing skills and simple sentence structures. Students learn the aural-oral fundamentals, which enables them to follow future courses using the target language only. The course develops basic reading, writing and conversational skills at the sentence level, while developing cultural awareness through common daily topics such as greeting, family, hobbies, and school life.  Grants: NCAA; Terms: All; Forms: All",all,all,,
Language,LA241,Latin 1,"This course provides students with a thorough introduction to the Latin language and to the history and culture of the Romans and Ancient Greeks.  Through regular short readings and written exercises, students in Latin 1 develop their knowledge of Latin grammar and usage, while building a foundational vocabulary of common Latin words, phrases, and idioms.  They also begin to appreciate how much Latin has influenced both the English language and Western history over the course of the last two millenia.   Grants: NCAA;   Terms: All;   Forms: All",all,all,,
Language,LA301,French 2,"This yearlong intermediate level course builds upon a mastery of the basic syntax, lexicon, and communicative skills of French 1. Students develop more nuanced expression for describing the past, as well as the future in both written and spoken forms. In addition to continuing to emphasize aural-oral skills, students develop the ability to describe and narrate in paragraphs. Short stories provide a scaffold and framework for longer, more sophisticated oral and written work. Students broaden their cultural understanding and fluency through a series of presentational projects structured around selected themes within the French-speaking world.  Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA201",all,all,LA201,
Language,LA311,Spanish 2,"In this yearlong course students learn intermediate language structures. Oral practice of a more advanced nature begins, as well as increased reading and writing practice, including narration and the compositions of paragraphs. In the winter term, the course focuses on narrating past events using preterit and imperfect tenses. In the spring term, the composition of more sophisticated essays begins. Short stories provide a scaffold and framework for longer and more sophisticated oral and written work.  Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA211",all,all,LA211,
Language,LA321,Chinese 2,"This yearlong course provides students with opportunities to continue to develop fundamental aural-oral skills through exposing them to a variety of common daily topics such as shopping, transportation, weather, dining, and visiting doctors. Students begin to develop paragraph-level writing proficiency and compound sentence structures are introduced. The target language is used as the language of instruction.  Grants: NCAA; Terms: All; Forms: All  Prereqs: LA221",all,all,LA221,
Language,LA341,Latin 2,"This course builds on students’ prior knowledge of Latin and of the ancient world.  Through regular reading assignments and written exercises, students in Latin 2 strive to develop their knowledge of Latin syntax and sentence structure, while continuing to expand their vocabulary.  They also explore Latin’s influence on both the English language and on Western history, in general.  The goal of this course is to prepare students for reading literature in third-year Latin (either Latin 3 or Latin 3V). Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA241 or equivalent",all,all,LA241,
Language,LA401,French 3,"This yearlong upper-intermediate course provides students the opportunity to hone their speaking, listening, reading, writing, and cultural competencies through a selection of textual and audio-visual materials. Organized thematically, this course allows students to interact with materials that include, but are not limited to, short stories from francophone literature, current magazine articles, radio and television broadcasts, and film. One of the primary objectives of this course is to provide students with a deeper understanding of cultural similarities and differences between their own culture(s) and francophone cultures. In service to that goal, students review and expand the grammar, syntax, and vocabulary of the language. Assessment focuses on their ability to transfer those linguistic skills to meaningful cultural contexts through a series of written and oral presentations. You must sign up for LA402 and LA403 for Winter and Spring. Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA301",all,all,LA301,
Language,LA404,French 3V,"This yearlong accelerated upper-intermediate course provides students the opportunity to hone their speaking, listening, reading, writing, and cultural competencies through a selection of textual and audio-visual materials. Organized thematically, this course allows students to interact with materials that include, but are not limited to, short stories from francophone literature, current magazine articles, radio and television broadcasts, and film. One of the primary objectives of this course is to provide students a deeper understanding of cultural similarities and differences between their own culture(s) and francophone cultures. In service to that goal, students review and expand the grammar, syntax, and vocabulary of the language. Assessment focuses on their ability to transfer those linguistic skills to meaningful cultural contexts through a series of written and oral presentations. Each term students will share one of their presentations with members of the community. Students in this course should expect to read and produce substantially more language than in the non- accelerated French 3 level. After this course, students should be prepared to take a 500-level French course in the fall term of the following year. Practice with the format and content of the SAT II exam is included when appropriate. Admission to this course requires departmental approval. You must sign up for LA405 and LA406 for Winter and Spring. Terms: All;   Forms: All Prereqs: LA301",all,all,LA301,
Language,LA411,Spanish 3,This yearlong upper intermediate course continues to refine students' level of both written and spoken discourse. Fluidity and flexibility of expression is developed and the introduction of more complex sentence structures begins. Students continue reading short stories of Spanish and Latin American authors. This course will be the completion of their last mandatory year of Spanish instruction at Lawrenceville. You must sign up for LA412 and LA413 for Winter and Spring. Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA311,all,all,LA311,
Language,LA421,Chinese 3,"This yearlong course continues to build students' comprehensive skills in listening, speaking, and reading, as well as writing at the intermediate level. More complex sentence structures are introduced to support intermediate level writing. Concurrently, students learn to focus on subtleties with regard to the usage and meaning of words and sentences. Students begin to compose Chinese essays on familiar topics. Supplementary reading materials are introduced more frequently and students watch some media materials to enrich their knowledge of Chinese culture. You must sign up for LA422 and LA423 for Winter and Spring. Grants: NCAA; Terms: All; Forms: All  Prereqs: LA321",all,all,LA321,
Language,LA441,Latin 3,"In this course, students begin to explore the vast world of Latin literature, and study texts drawn from many different literary genres, including poetry, philosophy, history, and drama.  At the same time, students complete a thorough review of the more challenging concepts of Latin grammar and usage.  This course prepares students for Advanced Latin. You must sign up for LA442 and LA443 for Winter and Spring. Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA341 or equivalent",all,all,LA341,
Language,LA444,Advanced Latin,"In this advanced reading course, students continue to explore the vast world of Latin literature by studying texts from many different authors, genres, and time periods, all in the original Latin.  Students also learn to discuss, critique, and appreciate ancient literature and modern scholarship.  This course prepares students for Honors Latin.   Terms: All;   Forms: All Prereqs: LA441 or permission of the instructor.",all,all,LA441,
Language,LA450,Latin 3V,"This accelerated course offers students an opportunity to refine their reading abilities, by studying texts drawn from a variety of Latin authors and variety of literary genres.  The goal of the course is to build students’ reading fluency in Latin, while also developing their ability to discuss, critique, and appreciate ancient literature.  This course prepares students for Honors Latin. You must sign up for LA451 and LA452 for Winter and Spring. Terms: All;   Forms: All Prereqs: LA341 or equivalent AND permission of the instructor",all,all,"LA341,LA441",
Language,LA484,Advanced Chinese,"The Advanced Chinese sequence addresses listening, speaking, reading and writing skills at an intermediate mid to high level. Texts at this level continue to introduce advanced structures and vocabulary words. Common phrases, as well as colloquial and idiomatic expressions, will be included. Content will make the transition from daily-life topics to more sophisticated topics like education or geography. Students will start to develop the skills of distinguishing between formal and informal language. Presentational skills and essay writing skills will be polished.  Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA421",all,all,LA421,
Language,LA490,Advanced French,"This advanced level course provides students an opportunity to hone their speaking, listening, reading, writing, and cultural competencies through accessible Francophone literature and media. Targeted intensive grammar review and vocabulary development allow students to become more adept and flexible users of the language. To that end, composition work and the development of oral production skills are essential aspects of this course. Assessment focuses on their ability to transfer those linguistic skills to meaningful cultural contexts through a series of written and oral presentations. Each term, students will share one of their presentations with the greater community. This course will prepare students to take a 500-level French course in the fall term. Practice with the format and content of the SAT II exam is included when appropriate. Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA401 or LA404",all,all,"LA401,LA404",
Language,LA494,Advanced Spanish,"In this course students develop and polish their expository and creative writing skills while strengthening their ability to closely read a text. Students learn how to sustain an extended conversation with multiple interlocutors in Spanish. In order to accomplish these goals, the course uses written texts, art and short films that cover a wide range of topics. Grants: NCAA;   Terms: All;   Forms: All Prereqs: LA411",all,all,LA411,
Language,LA524,Honors Chinese: Modern Chinese Literature,"This Honors Chinese course is designed to be parallel to the other newspaper-based Journalism course. The course is literature-based. Students are guided to read through carefully selected Chinese modern masterpieces and watch representative Chinese movies and documentary drama. Students are expected to participate in intense class discussions and work on writing assignments regularly. By taking this course, students have the opportunity to expand their knowledge and understanding of various perspectives of Chinese society at a certain historical stage. Students not only gain abundant training in Chinese writing, but also further strengthen their ability in Chinese reading and listening as well as speaking through group discussion and individual oral presentation. Grants: Honors;   Terms: All;   Forms: All Prereqs: LA486",all,all,LA486,
Language,LA527,Honors Chinese: Journalism,"The goal of this course is to guide the students to learn more about contemporary China culture and to equip them with the necessary vocabulary to read general articles about China in the media. Slightly modified articles from Chinese newspapers are used as the course materials. Based on these articles, students will discuss current social issues in China and complete regular writing assignments. In addition to enhancing writing skills, this course also helps students to further develop their oral skills through discussion, debate, and presentation. Grants: Honors;   Terms: All;   Forms: All Prereqs: LA486",all,all,LA486,
Language,LA541,Honors Latin: Cicero And The Fall Of The Republic,"This class offers a thorough investigation into the life, thought, and writings of Marcus Tullius Cicero, who lived at the very end of the Roman Republic, and who strove to save the Republic from the ever-looming threat of tyranny.  Born into relatively meager circumstances in rural Italy, Cicero carefully climbed Rome’s social-political ladder and eventually held most of the Republic’s highest political offices.  He was a man of thought and of action, and accordingly, students in this class read examples of his speeches, his philosophical writings, his personal letters, and his official correspondence with the Senate.   Grants: Honors;   Terms: T1l;   Forms: All Prereqs: LA445 or LA450 ",T1,all,"LA445,LA450",
Language,LA542,Honors Latin: Vergil And Roman Identity,"In this course, students read a selection of the most revered and admired passages in Vergil’s Aeneid in order to appreciate the artistry of Vergil’s poem and to develop their understanding of Augustan Rome and the early Roman Empire.  In addition, students read the entire Aeneid in English translation, as well as works from other ancient authors, with the goal of placing Vergil in his historical and literary context. Grants: Honors;   Terms: T2;   Forms: All Prereqs: LA541",T2,all,LA541,
Language,LA543,Honors Latin: Augustan Rome,"This course explores the rise and reign of the Emperor Augustus as he led Rome out of a dying Republic and created the forms of an Empire that would endure for millennia.  Through close reading of literary texts (both in Latin and in English translation) and through careful analysis of Augustan art and architecture, students in this class study Augustus' attempts to recreate and renovate Roman society and Roman identity.     Prerequisite:  Honors Latin: Vergil and Roman Identity  Grants: Honors;   Terms: T3;   Forms: All Prereqs: LA542",T3,all,LA542,
Language,LA547,Honors Latin: Roman History/Roman Lives,"This course will focus on the ancient art of writing history and aims to introduce students to the pleasures of reading the works of the ancient historians. We will begin the term with excerpts from Herodotus, Thucydides, other Greek authors in English translation, in order to appreciate how Roman historians later adopted and adapted the genre of history, and then we will move to the Latin texts themselves. Through the works of historians such as Livy, Tacitus, and Suetonius, students will encounter some of the most memorable characters from antiquity, including Julius Caesar, the emperor Augustus, and many others.  Grants: Honors;   Terms: T1;   Forms: All Prereqs: LA445 or LA450",T1,all,"LA445,LA450",
Language,LA548,Honors Latin: Roman Comedy,"This course aims to introduce students to the plays of Titus Maccius Plautus (Plautus) and Publius Terentius Afer (Terence), the beloved comedians of Latin literature. We will study one play of Plautus (The Menaechmi) and one play of Terence (The Self-Tormentor) in depth, and will devote our efforts to reading the dialogue aloud in class and even performing key scenes from the plays. We will then turn to Stephen Sondheim's modern adaptation, A Funny Thing Happened on the Way to the Forum and discuss the ways Sondheim captures the tone and spirit of Roman comedy.  Grants: Honors;   Terms: T2;   Forms: All Prereqs: LA445 or LA450",T2,all,"LA445,LA450",
Language,LA549,Honors Latin: Shakespeare,"This interdisciplinary course will focus on the life and work of ""the Swan of Avon,"" and will examine the specific ways in which classical literature influenced Shakespeare. We will begin the term by reading Bill Bryson's excellent short biography of the Bard. Then, we will read one of Shakespeare's histories (Julius Caesar) and one of his comedies (A Comedy of Errors), drawing heavily on our ancient readings from earlier in the year to discuss these Renaissance texts. We will also read some of Shakespeare's shorter poems. Grants: Honors;   Terms: T3;   Forms: All Prereqs: LA445 or LA450",T3,all,"LA445,LA450",
Language,LA561,Honors French: Journey Into The Francophone World,"Francophone means French-speaking. The Francophone world is comprised of many countries where French is used as one of the official languages and as one of the languages of education. The word was made popular in the 1960's by Léopold Sédar Senghor, first president of Senegal. Today, two of every three Francophone people in the world live outside France and greatly contribute to the universality of their language through their works. Students will enjoy the diversity of Francophone literatures. Film excerpts and specific websites will help them get more familiar with the cultures of Francophone countries in Africa, Asia, Europe, North America and the Caribbean. Grants: Honors;   Terms: T1;   Forms: All Prereqs: LA404 or LA492 and approval by course teacher",T1,all,"LA404,LA492",
Language,LA564,Honors French: Second Empire Paris,"Through an extensive program of public works, the baron Haussmann transformed an aging, crowded and insalubrious city into a capital that remains the most visited city in the world. Through the reading of articles, excerpts of novels, poems, short stories and the study of films, students will examine how the city developed and the extent to which Haussmann transformed it. Students will also have a close look at the Parisian society of the Second Empire. The course will be taught in the target language. (By invitation of the department.) Grants: Honors;   Terms: T3;   Forms: All Prereqs: LA404 or LA492",T3,all,"LA404,LA492",
Language,LA565,Honors French: French Cinema,"From the very beginnings of cinema, France has produced internationally recognized films; and many historians consider France as the birthplace of cinema. France is also responsible for many early significant contributions to film and for the creation of important cinematic movements. Today, France continues to have a strong film industry due, in part, to measures undertaken by the French government to protect it. The course will follow the development of the film industry from the 1930's through the present. Students will watch films representing each significant period and/or film movement; they will become familiar with the appropriate cinema terminology and will be introduced to general rules governing film critique. Grants: Honors;   Terms: T3;   Forms: All Prereqs: LA404 or LA492",T3,all,"LA404,LA492",
Language,LA566,Honors French: The Ninth Art,"The American term ""comic strip"" does not hint at the literary and artistic development of what in France is called the ""neuvième art"". The French term ""bande dessinée"" means literally ""drawn strip"" and for over one hundred years this genre, combining text and image, has developed into a rich and varied art form. This course will study this narrative art form beginning with a brief historical orientation followed by a close reading of three of the most well-known BD: both Tintin and Astérix have been translated into hundreds of languages and are read around the world, whereas the third BD, Manon des sources, is more literary. Grants: Honors;   Terms: T1;   Forms: All Prereqs: LA404 or LA492",T1,all,"LA404,LA492",
Language,LA581,Arabic Language and Culture I,"In this yearlong introductory course, students will learn the basics of Modern Standard Arabic. It will introduce you to the speaking, listening, reading and writing skills for communication. In addition, it will present students with the cultural context and history of the Arab world. This is a full year course for students who have fulfilled their language graduation requirement in another language. Grants: Honors NCAA;   Terms: T1;   Forms: All Prereqs: Completion of Language graduation requirement and permission",all,all,,
Language,LA590,Honors Spanish: The Art of War,"The discovery of the Americas started a culture shock that still echoes today. It was then that the ""painful birth that is now the nation of Mexico"" took place. Two worlds saw each other for the first time, as Carlos Fuentes says, in a distorted mirror. In this seminar the students will study the blurry line that separates fiction/fantasy from reality by reading stories from the ""Boom group"" like García Marquez, Julio Cortazar and more modern literature like Ruiz Zafón and films like ""Como Agua para Chocolate"" and ""El Laberinto del Fauno"". The final goal of the class is to write a 1,800 words short story that will mirror the ideas, images and themes studied in the class. Grants: Honors; NCAA (will not be NCAA approved 2015-2016)    Terms: T3;   Forms: All Prereqs: LA494 or LA495 or LA496",T3,all,"LA494,LA495,LA496",
Language,LA591,Honors Spanish: Spain and Latin America,"In August of 1492 Columbus set sail for Asia. Three months later, one of the biggest blunders in the history of navigation turned out to be one of the most important events in the history of Spain and the World. This course will study the civilizations that the conquistadores found in ""The Indies"" (with an emphasis on the Maya), the colonization and conquest of this continent: ""La Conquista"" and the role of the Catholic Church in the process. The course will be taught in the target language and the reading material will be taken from original sources. This is a one term course with an optional spring break trip to explore the Yucatan peninsula and the opportunity to do some independent study in the field. Grants: Honors NCAA;   Terms: T2;   Forms: All Prereqs: LA494 or LA495 or LA496",T2,all,"LA494,LA495,LA496",
Language,LA594,Honors Spanish: Improvisaciones,"As with jazz, improvisation can happen once the basics of the discipline are mastered. This honors elective draws on students' foundational skills and invites them to stretch further by creating scenarios, characters, and conversational phrases they can incorporate into improvisational skits. (No prior acting experience needed!) Grants: Honors;   Terms: T3;   Forms: All Prereqs: LA494 or LA495 or LA496",T3,all,"LA494,LA495,LA496",
Language,LA595,Honors Spanish: Fiction And Reality,"The discovery of the Americas started a culture shock that still echoes today. It was then that the ""painful birth that is now the nation of Mexico"" took place. Two worlds saw each other for the first time, as Carlos Fuentes says, in a distorted mirror. In this seminar the students will study the blurry line that separates fiction/fantasy from reality by reading stories from the ""Boom group"" like García Marquez, Julio Cortazar and more modern literature like Ruiz Zafón and films like ""Como Agua para Chocolate"" and ""El Laberinto del Fauno"". The final goal of the class is to write a 1,800 words short story that will mirror the ideas, images and themes studied in the class. Grants: Honors; NCAA    Terms: T3;   Forms: All Prereqs: LA494 or LA495 or LA496",T3,all,"LA494,LA495,LA496",
Language,LA596,Honors Spanish: Espanol En Linea,"This course will be based on the current events of Spain, Latin America, and the Latino community in the U.S. Since that will by its nature vary, the other part of the course will address themes and issues in Spain and Latin America that will provide both a historical perspective for any news as well as explore cultural facets (using among other sources: magazine articles, movies, and TV shows). Grants: Honors NCAA;   Terms: T1;   Forms: All Prereqs: LA494 or LA495 or LA496",T1,all,"LA494,LA495,LA497",
Language,LA597,Honors Spanish: News and Culture,"This course will be based on the current events of Spain, Latin America, and the Latino community in the U.S. Since that will by its nature vary, the other part of the course will address themes and issues in Spain and Latin America that will provide both a historical perspective for any news as well as explore cultural facets (using among other sources: magazine articles, movies, and TV shows). Grants: Honors NCAA;   Terms: T1;   Forms: All Prereqs: LA494 or LA495 or LA496",T1,all,"LA494,LA495,LA498",
Language,LA599,Ind. Study: Language,"Students with special interests they wish to explore outside the regular program of courses may apply for an independent study. This may involve research or creative work; normally it will culminate in a paper, exhibit, or performance of some kind. Work in such projects is treated exactly like work in regular courses: a final grade is given; students must meet regularly (at least once a week) with their advisor; they must have tangible progress to report at each meeting. Grants: Honors;   Terms: T1 or T2 or T3;   Forms: All","T1,T2,T3",all,,
Additional Academic Programs ,LW101,Term Away Year Away,"In special circumstances, and with permission of the Academic Dean, it is possible for a student to take a term or year away from school to pursue some project that is not offered on our campus. This option is open to members of Forms III, IV and V. Programs of this sort are not normally available to students who are spending only one year at Lawrenceville. Terms: All;   Forms: III, IV, V",all,"III,IV,V",,
Additional Academic Programs ,LW102,Island School,,all,all,,
Additional Academic Programs ,LW121,II Form Personal Development,TBA,all,II,,
Additional Academic Programs ,LW131,III Form Personal Development,"The ten-week seminar is designed to discuss tasks and challenges that most students face during adolescence. Topics are designed to provide values clarification, effective listening and communications skills. Areas of discussion include substance use and abuse, sexuality, stress, competition, friendships, and relationships",T1,III,,
Additional Academic Programs ,LW499,Senior Project,By Dean of Academics Approval,T3,V,,
Additional Academic Programs ,LW599,Independent Study,"Students with special interests they wish to explore outside the regular program of courses may apply for an independent study. This may involve research or creative work; normally it will culminate in a paper, exhibit, or performance of some kind. Work in such projects is treated exactly like work in regular courses: a final grade is given; students must meet regularly (at least once a week) with their advisor; they must have tangible progress to report at each meeting. Grants: Honors;   Terms: T1 or T2 or T3;   Forms: All Prereqs: HI404","T1,T2,T3",HI404,,
Mathematics,MA201,Math 1,"Math 1 is a full year course covering skills and concepts necessary for success in high-school mathematics. Emphasis is placed on mathematical principles to support necessary symbol manipulation. Although the course assumes no previous experience with high-school algebra, it is still an excellent choice for students who have already taken a first year algebra course at their previous school, but who feel they need to strengthen their grasp of fundamental skills and ideas. Grants: NCAA; Terms: All; Forms: II",all,II,,
Mathematics,MA204,Math 2,"Math 2 teaches students to make effective and convincing mathematical arguments. While our emphasis will be on the deductive reasoning of geometry, we will also explore the role of inductive reasoning in developing conjectures about the characteristics of geometric figures. Considerable attention will be given to applying geometric relationships to real-life situations. In addition, important skills from Algebra I are reviewed, emphasizing the reasoning. This course also initiates an exploration of geometric probability. Grants: NCAA; Terms: All; Forms: II or III Prereqs: MA201",all,"II,III",,
Mathematics,MA205,Math 2,"Math 2 teaches students to make effective and convincing mathematical arguments. While our emphasis will be on the deductive reasoning of geometry, we will also explore the role of inductive reasoning in developing conjectures about the characteristics of geometric figures. Considerable attention will be given to applying geometric relationships to real-life situations. In addition, important skills from Algebra I are reviewed, emphasizing the reasoning. This course also initiates an exploration of geometric probability. Grants: NCAA; Terms: All; Forms: II or III Prereqs: MA201",all,"II,III",,
Mathematics,MA206,Math 2,"Math 2 teaches students to make effective and convincing mathematical arguments. While our emphasis will be on the deductive reasoning of geometry, we will also explore the role of inductive reasoning in developing conjectures about the characteristics of geometric figures. Considerable attention will be given to applying geometric relationships to real-life situations. In addition, important skills from Algebra I are reviewed, emphasizing the reasoning. This course also initiates an exploration of geometric probability. Grants: NCAA; Terms: All; Forms: II or III Prereqs: MA201",all,"II,III",,
Mathematics,MA221,Math 2M,"This year-long course is designed to foster strong argument skills, within the context of geometric proof. The course emphasizes both argument development and argument critique, and relies heavily on Harkness style participation by the students. Students in this course are expected to engage fully in each day’s discussion, actively consider the ideas presented by their peers, and offer feedback on the strength of the arguments. Grants: NCAA; Terms: All; Forms: II or III Prereqs: MA201",all,"II,III",,
Mathematics,MA301,Math 3,"Math 3 is a year-long course that introduces the language, notation, and methodology of mathematics necessary for the creation of algebraic models. We pay particular attention to the reasoning on which algebraic methods are based. Topics include working with algebraic expressions and equations; linear, quadratic, exponential, and power functions; logarithms; and conic sections. We will also explore the fundamentals of probability and statistics. Grants: NCAA; Terms: All; Forms: II or III or IV Prereqs: MA201 and (MA204 or MA221)",all,"II,III,IV",,
Mathematics,MA404,Math 4,"Math 4 shows students how to use algebra, data analysis, functions and relations, sequences and series, and probability to model real-world phenomena. The course helps students deepen their mathematical thinking, enhance their algebraic fluency, and refine their problem solving strategies. Technology is used as an important tool for learning and doing mathematics. You must sign up for MA405 and MA406 for Winter and Spring. Grants: NCAA; Terms: All; Forms: III or IV or V Prereqs: MA301",all,"III,IV,V",MA301,
